cod;nome;período;homicidio-de-jovens-por-armas-de-fogo;homicidios-de-homens-por-armas-de-fogo;homicidios-de-jovens-homens;homicidios-de-jovens-mulheres;homicidios-de-jovens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-homens-nao-negros;homicidios-homens-negros;homicidios-homens;homicidios-mulheres-nao-negras;homicidios-mulheres-negras;homicidios-mulheres;homicidios-nao-negros;homicidios-negros;homicidios-por-armas-de-fogo;homicidios
26;PE;2012;1448.0;1229.0;1719;95;1815.0;116.0;161.0;2805.0;3106.0;21.0;185.0;216.0;182.0;2991.0;2475;3327.0
17;TO;2013;65.0;554.0;126;23;149.0;12.0;60.0;235.0;307.0;7.0;31.0;40.0;67.0;267.0;146;349.0
35;SP;2013;1694.0;711.0;2338;214;2552.0;174.0;2823.0;2459.0;5403.0;401.0;215.0;620.0;3225.0;2676.0;3440;6035.0
28;SE;2013;430.0;1994.0;494;26;520.0;30.0;76.0;829.0;908.0;8.0;48.0;56.0;84.0;877.0;732;965.0
42;SC;2013;233.0;294.0;326;43;369.0;36.0;577.0;101.0;686.0;82.0;16.0;102.0;659.0;117.0;442;789.0
43;RS;2013;903.0;405.0;995;83;1078.0;112.0;1614.0;454.0;2108.0;173.0;33.0;210.0;1787.0;487.0;1714;2322.0
14;RR;2013;31.0;1602.0;69;9;78.0;5.0;50.0;123.0;178.0;21.0;14.0;36.0;71.0;137.0;70;214.0
11;RO;2013;147.0;282.0;192;20;212.0;18.0;131.0;288.0;431.0;20.0;28.0;52.0;151.0;316.0;300;483.0
24;RN;2013;743.0;1901.0;842;41;883.0;54.0;178.0;1064.0;1357.0;20.0;59.0;89.0;198.0;1124.0;1149;1447.0
33;RJ;2013;2014.0;3260.0;2554;139;2693.0;185.0;1302.0;3247.0;4687.0;137.0;236.0;387.0;1443.0;3492.0;3555;5111.0
41;PR;2013;1193.0;3262.0;1407;131;1538.0;124.0;2089.0;540.0;2653.0;223.0;59.0;283.0;2312.0;599.0;2025;2936.0
22;PI;2013;234.0;3365.0;309;20;329.0;22.0;58.0;451.0;549.0;10.0;36.0;47.0;68.0;489.0;365;598.0
26;PE;2013;1357.0;1176.0;1589;120;1709.0;139.0;196.0;2572.0;2867.0;27.0;224.0;256.0;223.0;2796.0;2299;3124.0
25;PB;2013;770.0;4039.0;829;64;893.0;84.0;86.0;1187.0;1424.0;12.0;104.0;126.0;98.0;1292.0;1258;1551.0
15;PA;2013;1253.0;701.0;1691;93;1785.0;121.0;240.0;2830.0;3157.0;35.0;190.0;231.0;276.0;3025.0;2229;3405.0
51;MT;2013;404.0;1174.0;515;26;541.0;34.0;243.0;798.0;1064.0;28.0;62.0;91.0;271.0;860.0;745;1158.0
50;MS;2013;148.0;2159.0;243;22;265.0;24.0;192.0;360.0;555.0;34.0;40.0;75.0;226.0;400.0;318;630.0
31;MG;2013;2180.0;1756.0;2411;183;2595.0;205.0;1118.0;3076.0;4286.0;145.0;274.0;427.0;1264.0;3350.0;3468;4717.0
21;MA;2013;790.0;1094.0;1114;57;1171.0;58.0;184.0;1788.0;2031.0;23.0;107.0;131.0;208.0;1895.0;1397;2163.0
52;GO;2013;1293.0;3455.0;1484;114;1598.0;141.0;557.0;2076.0;2698.0;66.0;191.0;271.0;624.0;2268.0;2138;2975.0
32;ES;2013;869.0;342.0;905;80;985.0;114.0;201.0;1182.0;1451.0;36.0;129.0;171.0;237.0;1311.0;1290;1622.0
53;DF;2013;382.0;1338.0;430;35;465.0;39.0;69.0;681.0;759.0;12.0;66.0;78.0;81.0;747.0;593;837.0
23;CE;2013;2377.0;133.0;2558;147;2705.0;200.0;232.0;2088.0;4195.0;34.0;125.0;278.0;266.0;2213.0;3655;4473.0
29;BA;2013;2727.0;98.0;3142;196;3338.0;241.0;330.0;4709.0;5260.0;42.0;362.0;423.0;372.0;5072.0;4287;5694.0
16;AP;2013;69.0;65.0;139;8;147.0;6.0;25.0;162.0;206.0;2.0;15.0;19.0;27.0;177.0;104;225.0
13;AM;2013;443.0;2099.0;628;31;659.0;33.0;122.0;955.0;1095.0;22.0;71.0;96.0;144.0;1026.0;695;1191.0
27;AL;2013;1177.0;662.0;1250;62;1313.0;103.0;94.0;1845.0;2005.0;18.0;117.0;142.0;113.0;1962.0;1860;2148.0
12;AC;2013;58.0;86.0;107;12;119.0;9.0;20.0;165.0;202.0;3.0;29.0;32.0;23.0;194.0;95;234.0
17;TO;2014;101.0;601.0;173;14;188.0;13.0;64.0;267.0;342.0;6.0;29.0;35.0;71.0;296.0;176;381.0
35;SP;2014;1857.0;809.0;2542;209;2751.0;199.0;2833.0;2612.0;5561.0;371.0;227.0;612.0;3205.0;2840.0;3541;6185.0
42;SC;2014;254.0;337.0;361;41;402.0;39.0;640.0;138.0;794.0;88.0;21.0;111.0;728.0;159.0;499;905.0
43;RS;2014;1083.0;460.0;1247;76;1323.0;129.0;1860.0;577.0;2474.0;196.0;51.0;250.0;2056.0;628.0;2055;2724.0
14;RR;2014;22.0;1926.0;51;5;56.0;4.0;46.0;83.0;133.0;14.0;10.0;24.0;61.0;93.0;47;158.0
11;RO;2014;176.0;373.0;209;20;229.0;28.0;127.0;386.0;521.0;15.0;38.0;56.0;142.0;424.0;402;578.0
24;RN;2014;883.0;1932.0;954;48;1002.0;68.0;194.0;1233.0;1500.0;21.0;71.0;102.0;215.0;1304.0;1314;1602.0
33;RJ;2014;2045.0;3335.0;2869;157;3027.0;215.0;1364.0;3666.0;5196.0;164.0;283.0;464.0;1529.0;3954.0;3642;5718.0
41;PR;2014;1184.0;3204.0;1356;117;1473.0;138.0;2126.0;541.0;2694.0;218.0;63.0;284.0;2344.0;604.0;2071;2980.0
22;PI;2014;284.0;3415.0;369;23;392.0;25.0;40.0;538.0;654.0;4.0;51.0;63.0;44.0;589.0;455;717.0
26;PE;2014;1557.0;1203.0;1768;113;1881.0;138.0;344.0;2704.0;3113.0;33.0;203.0;239.0;377.0;2907.0;2543;3358.0
25;PB;2014;759.0;4451.0;812;57;869.0;81.0;72.0;1244.0;1433.0;13.0;98.0;117.0;85.0;1342.0;1253;1551.0
15;PA;2014;1331.0;848.0;1705;116;1821.0;132.0;194.0;2912.0;3189.0;21.0;221.0;249.0;216.0;3135.0;2305;3446.0
28;SE;2014;552.0;1899.0;596;27;623.0;50.0;79.0;938.0;1023.0;9.0;65.0;74.0;88.0;1003.0;898;1097.0
12;AC;2014;59.0;109.0;101;10;111.0;6.0;35.0;171.0;212.0;4.0;16.0;20.0;39.0;187.0;115;232.0
27;AL;2014;1117.0;729.0;1176;67;1243.0;85.0;71.0;1829.0;1960.0;4.0;118.0;125.0;75.0;1947.0;1806;2085.0
13;AM;2014;451.0;2170.0;644;34;678.0;33.0;92.0;1038.0;1159.0;13.0;64.0;80.0;105.0;1102.0;762;1240.0
16;AP;2014;99.0;43.0;149;13;162.0;8.0;14.0;213.0;236.0;1.0;19.0;20.0;15.0;232.0;152;256.0
29;BA;2014;2965.0;144.0;3405;148;3553.0;216.0;367.0;5095.0;5659.0;50.0;323.0;385.0;417.0;5419.0;4671;6052.0
23;CE;2014;2484.0;162.0;2696;135;2831.0;200.0;251.0;2362.0;4341.0;25.0;145.0;285.0;276.0;2507.0;3795;4626.0
53;DF;2014;388.0;1613.0;427;26;453.0;30.0;105.0;664.0;783.0;13.0;46.0;60.0;118.0;710.0;631;843.0
32;ES;2014;842.0;430.0;889;69;958.0;89.0;218.0;1206.0;1469.0;25.0;110.0;140.0;243.0;1316.0;1292;1609.0
52;GO;2014;1299.0;3595.0;1439;129;1568.0;153.0;574.0;1986.0;2591.0;77.0;212.0;290.0;651.0;2198.0;2054;2887.0
21;MA;2014;962.0;1246.0;1248;62;1311.0;75.0;215.0;2048.0;2307.0;21.0;129.0;152.0;236.0;2179.0;1688;2462.0
31;MG;2014;2126.0;1721.0;2405;168;2573.0;171.0;1075.0;3153.0;4319.0;141.0;259.0;403.0;1216.0;3412.0;3377;4724.0
50;MS;2014;206.0;2403.0;283;39;322.0;20.0;218.0;388.0;615.0;40.0;44.0;85.0;258.0;432.0;357;700.0
51;MT;2014;463.0;1171.0;587;49;636.0;45.0;278.0;946.0;1247.0;33.0;76.0;111.0;311.0;1022.0;854;1358.0
50;MS;2015;171.0;2930.0;241;23;264.0;19.0;205.0;367.0;576.0;20.0;38.0;58.0;225.0;405.0;316;634.0
17;TO;2015;152.0;465.0;227;16;243.0;13.0;92.0;342.0;454.0;8.0;39.0;48.0;100.0;381.0;276;503.0
35;SP;2015;1556.0;718.0;2164;169;2333.0;175.0;2414.0;2336.0;4860.0;349.0;201.0;559.0;2765.0;2537.0;3097;5427.0
28;SE;2015;637.0;2024.0;693;23;716.0;53.0;72.0;1157.0;1233.0;5.0;64.0;70.0;77.0;1221.0;1108;1303.0
42;SC;2015;308.0;297.0;407;35;442.0;34.0;662.0;185.0;860.0;79.0;18.0;97.0;741.0;203.0;570;957.0
43;RS;2015;1189.0;536.0;1291;100;1391.0;158.0;2024.0;601.0;2660.0;223.0;55.0;284.0;2247.0;656.0;2282;2944.0
14;RR;2015;30.0;2124.0;69;8;77.0;7.0;36.0;138.0;174.0;17.0;10.0;29.0;53.0;148.0;57;203.0
11;RO;2015;178.0;348.0;234;27;261.0;35.0;129.0;397.0;537.0;13.0;49.0;63.0;142.0;446.0;383;600.0
24;RN;2015;804.0;1877.0;899;40;939.0;57.0;147.0;1207.0;1453.0;9.0;76.0;92.0;156.0;1283.0;1238;1545.0
33;RJ;2015;1835.0;2919.0;2627;134;2761.0;196.0;1238.0;3283.0;4651.0;150.0;233.0;387.0;1390.0;3517.0;3182;5067.0
41;PR;2015;1149.0;3010.0;1383;88;1471.0;94.0;2048.0;611.0;2691.0;193.0;49.0;244.0;2241.0;660.0;1972;2936.0
22;PI;2015;232.0;2978.0;300;28;328.0;33.0;52.0;487.0;582.0;8.0;56.0;67.0;60.0;544.0;400;650.0
26;PE;2015;1823.0;1014.0;2036;103;2143.0;128.0;370.0;3173.0;3606.0;32.0;198.0;233.0;402.0;3373.0;3065;3847.0
25;PB;2015;737.0;4330.0;771;57;828.0;73.0;76.0;1222.0;1406.0;14.0;84.0;111.0;90.0;1306.0;1264;1522.0
15;PA;2015;1462.0;1055.0;1827;109;1936.0;144.0;202.0;3138.0;3401.0;20.0;236.0;261.0;222.0;3375.0;2539;3675.0
51;MT;2015;392.0;1190.0;481;48;529.0;50.0;221.0;843.0;1082.0;30.0;88.0;118.0;251.0;931.0;769;1203.0
31;MG;2015;1972.0;1415.0;2213;165;2378.0;204.0;1009.0;3033.0;4114.0;139.0;267.0;415.0;1149.0;3300.0;3214;4532.0
21;MA;2015;968.0;1181.0;1200;56;1257.0;67.0;240.0;2003.0;2286.0;27.0;115.0;148.0;267.0;2118.0;1718;2438.0
52;GO;2015;1328.0;3227.0;1516;102;1618.0;134.0;601.0;2087.0;2734.0;76.0;176.0;255.0;677.0;2263.0;2161;2997.0
32;ES;2015;709.0;367.0;775;55;830.0;78.0;163.0;1061.0;1308.0;24.0;107.0;141.0;187.0;1168.0;1093;1450.0
53;DF;2015;310.0;1649.0;360;22;382.0;24.0;120.0;551.0;682.0;13.0;45.0;58.0;133.0;598.0;489;742.0
23;CE;2015;2166.0;263.0;2350;100;2450.0;166.0;210.0;2118.0;3909.0;21.0;154.0;254.0;231.0;2272.0;3393;4163.0
29;BA;2015;2866.0;147.0;3408;151;3559.0;219.0;333.0;5112.0;5619.0;42.0;331.0;382.0;375.0;5446.0;4555;6012.0
16;AP;2015;96.0;50.0;159;6;165.0;7.0;12.0;251.0;275.0;3.0;13.0;18.0;15.0;264.0;154;293.0
13;AM;2015;549.0;2389.0;755;54;809.0;44.0;100.0;1242.0;1357.0;18.0;96.0;115.0;118.0;1338.0;930;1472.0
27;AL;2015;928.0;886.0;1009;40;1049.0;61.0;54.0;1566.0;1653.0;1.0;90.0;95.0;55.0;1656.0;1476;1748.0
12;AC;2015;65.0;111.0;94;11;105.0;5.0;25.0;169.0;198.0;5.0;14.0;19.0;30.0;183.0;116;217.0
31;MG;2016;2047.0;1473.0;2365;148;2513.0;169.0;1054.0;3099.0;4246.0;122.0;247.0;375.0;1177.0;3346.0;3321;4622.0
17;TO;2016;182.0;485.0;263;18;281.0;14.0;87.0;426.0;532.0;10.0;30.0;45.0;97.0;456.0;312;577.0
50;MS;2016;159.0;3328.0;248;26;274.0;25.0;211.0;369.0;591.0;34.0;46.0;80.0;245.0;415.0;326;671.0
51;MT;2016;386.0;998.0;480;36;516.0;38.0;218.0;845.0;1074.0;26.0;77.0;104.0;244.0;922.0;752;1180.0
15;PA;2016;1776.0;1220.0;2137;129;2266.0;178.0;243.0;3597.0;3921.0;14.0;274.0;294.0;257.0;3871.0;3048;4223.0
25;PB;2016;597.0;5188.0;654;45;699.0;62.0;68.0;1099.0;1248.0;15.0;88.0;107.0;83.0;1187.0;1060;1355.0
26;PE;2016;2105.0;911.0;2381;131;2512.0;146.0;490.0;3618.0;4160.0;39.0;238.0;282.0;529.0;3858.0;3475;4447.0
22;PI;2016;265.0;3801.0;350;17;367.0;22.0;45.0;563.0;650.0;3.0;43.0;50.0;48.0;606.0;440;701.0
41;PR;2016;1224.0;3151.0;1494;80;1574.0;105.0;2180.0;619.0;2841.0;190.0;44.0;238.0;2370.0;663.0;2125;3080.0
33;RJ;2016;2343.0;2562.0;3252;134;3386.0;202.0;1383.0;4076.0;5569.0;142.0;276.0;428.0;1530.0;4363.0;4019;6053.0
24;RN;2016;997.0;2020.0;1079;50;1129.0;76.0;185.0;1479.0;1754.0;19.0;74.0;100.0;204.0;1553.0;1569;1854.0
11;RO;2016;185.0;438.0;246;15;261.0;27.0;158.0;483.0;649.0;18.0;34.0;54.0;176.0;517.0;465;703.0
14;RR;2016;38.0;2314.0;83;9;92.0;7.0;33.0;145.0;179.0;14.0;10.0;25.0;47.0;155.0;72;204.0
43;RS;2016;1352.0;561.0;1487;121;1608.0;190.0;2163.0;707.0;2913.0;250.0;50.0;308.0;2413.0;757.0;2507;3225.0
42;SC;2016;344.0;301.0;437;38;475.0;50.0;654.0;213.0;877.0;80.0;27.0;107.0;734.0;240.0;611;984.0
28;SE;2016;789.0;2012.0;847;22;869.0;39.0;73.0;1330.0;1404.0;5.0;54.0;60.0;78.0;1384.0;1259;1465.0
35;SP;2016;1334.0;713.0;1860;157;2017.0;156.0;2284.0;2017.0;4358.0;302.0;200.0;507.0;2586.0;2219.0;2720;4870.0
23;CE;2016;1794.0;298.0;1999;103;2102.0;139.0;195.0;2363.0;3424.0;14.0;149.0;218.0;209.0;2512.0;2908;3642.0
53;DF;2016;336.0;1540.0;379;30;409.0;31.0;121.0;569.0;696.0;11.0;53.0;64.0;132.0;622.0;516;760.0
32;ES;2016;622.0;417.0;670;37;707.0;57.0;126.0;943.0;1166.0;18.0;81.0;104.0;144.0;1024.0;968;1270.0
29;BA;2016;3509.0;215.0;4165;193;4358.0;261.0;392.0;6132.0;6728.0;50.0;379.0;441.0;442.0;6512.0;5449;7171.0
52;GO;2016;1346.0;2769.0;1575;99;1675.0;128.0;582.0;2168.0;2789.0;54.0;180.0;238.0;638.0;2349.0;2143;3036.0
21;MA;2016;873.0;1493.0;1157;55;1212.0;84.0;247.0;1963.0;2247.0;24.0;133.0;159.0;271.0;2097.0;1625;2408.0
12;AC;2016;127.0;215.0;181;13;194.0;11.0;39.0;288.0;340.0;4.0;19.0;23.0;43.0;307.0;226;363.0
27;AL;2016;959.0;748.0;1038;41;1079.0;72.0;28.0;1665.0;1718.0;6.0;91.0;101.0;34.0;1757.0;1546;1820.0
13;AM;2016;480.0;2866.0;729;53;782.0;43.0;84.0;1231.0;1335.0;22.0;93.0;116.0;106.0;1324.0;791;1452.0
16;AP;2016;153.0;65.0;228;5;233.0;7.0;11.0;347.0;364.0;2.0;15.0;17.0;13.0;362.0;222;381.0
53;DF;2017;256.0;1425.0;308;17;325.0;25.0;109.0;452.0;564.0;12.0;34.0;46.0;121.0;486.0;401;610.0
16;AP;2017;112.0;89.0;224;12;236.0;9.0;22.0;328.0;356.0;2.0;23.0;27.0;24.0;351.0;177;383.0
13;AM;2017;605.0;3157.0;897;46;943.0;51.0;130.0;1418.0;1559.0;16.0;98.0;115.0;146.0;1516.0;975;1674.0
27;AL;2017;993.0;924.0;1091;43;1134.0;77.0;29.0;1636.0;1702.0;1.0;104.0;111.0;30.0;1740.0;1526;1813.0
12;AC;2017;236.0;366.0;281;16;297.0;17.0;68.0;404.0;481.0;9.0;24.0;34.0;77.0;428.0;384;516.0
21;MA;2017;822.0;1804.0;1063;49;1112.0;56.0;169.0;1855.0;2051.0;12.0;113.0;127.0;181.0;1968.0;1483;2180.0
29;BA;2017;3444.0;168.0;4313;208;4522.0;286.0;428.0;6377.0;6986.0;55.0;417.0;487.0;484.0;6798.0;5427;7487.0
31;MG;2017;1814.0;1449.0;2088;129;2217.0;146.0;974.0;2885.0;3911.0;122.0;261.0;388.0;1096.0;3146.0;3067;4299.0
50;MS;2017;158.0;4287.0;250;25;275.0;21.0;209.0;385.0;597.0;28.0;33.0;61.0;237.0;418.0;327;659.0
51;MT;2017;332.0;1003.0;432;31;463.0;40.0;222.0;780.0;1010.0;22.0;70.0;92.0;244.0;850.0;669;1102.0
15;PA;2017;1939.0;1049.0;2322;129;2451.0;202.0;308.0;3858.0;4255.0;21.0;286.0;311.0;329.0;4144.0;3362;4575.0
25;PB;2017;591.0;5136.0;668;41;709.0;51.0;85.0;1151.0;1253.0;11.0;76.0;88.0;96.0;1227.0;1054;1341.0
26;PE;2017;2756.0;1137.0;3029;136;3167.0;189.0;580.0;4462.0;5104.0;50.0;257.0;310.0;630.0;4720.0;4478;5419.0
22;PI;2017;220.0;4174.0;293;20;313.0;25.0;46.0;509.0;573.0;9.0;39.0;52.0;55.0;549.0;376;626.0
41;PR;2017;1021.0;2921.0;1263;98;1361.0;110.0;1838.0;647.0;2511.0;207.0;33.0;247.0;2045.0;680.0;1832;2759.0
33;RJ;2017;2560.0;2354.0;3439;137;3576.0;219.0;1497.0;4378.0;5956.0;136.0;260.0;401.0;1634.0;4650.0;4411;6416.0
24;RN;2017;1250.0;1722.0;1279;87;1366.0;122.0;178.0;1798.0;2054.0;17.0;129.0;148.0;195.0;1928.0;1927;2203.0
11;RO;2017;179.0;342.0;206;22;228.0;30.0;123.0;357.0;491.0;22.0;40.0;62.0;145.0;397.0;373;554.0
14;RR;2017;44.0;2403.0;87;13;100.0;4.0;50.0;169.0;221.0;11.0;16.0;27.0;61.0;185.0;93;248.0
43;RS;2017;1405.0;618.0;1525;114;1639.0;188.0;2211.0;772.0;3014.0;238.0;61.0;302.0;2449.0;833.0;2591;3316.0
42;SC;2017;360.0;305.0;480;47;527.0;35.0;701.0;247.0;957.0;86.0;23.0;109.0;787.0;270.0;653;1066.0
28;SE;2017;690.0;1924.0;728;39;767.0;57.0;67.0;1168.0;1236.0;12.0;64.0;77.0;79.0;1232.0;1106;1313.0
35;SP;2017;1233.0;629.0;1798;157;1955.0;163.0;2094.0;2002.0;4134.0;321.0;166.0;495.0;2415.0;2168.0;2518;4631.0
17;TO;2017;195.0;376.0;282;21;303.0;18.0;96.0;407.0;517.0;7.0;30.0;38.0;103.0;437.0;318;557.0
23;CE;2017;3030.0;299.0;3146;202;3348.0;282.0;291.0;4580.0;5059.0;32.0;325.0;374.0;323.0;4905.0;4698;5433.0
32;ES;2017;771.0;351.0;789;59;848.0;89.0;161.0;1098.0;1369.0;26.0;116.0;151.0;187.0;1214.0;1227;1521.0
52;GO;2017;1286.0;4416.0;1491;110;1601.0;129.0;501.0;2094.0;2638.0;59.0;190.0;256.0;561.0;2284.0;2057;2901.0
29;BA;2018;3163.0;232.0;3956;185;4141.0;257.0;386.0;5717.0;6351.0;44.0;369.0;427.0;430.0;6089.0;4977;6787.0
12;AC;2018;189.0;289.0;222;13;235.0;22.0;43.0;322.0;374.0;6.0;28.0;35.0;49.0;350.0;311;409.0
27;AL;2018;727.0;910.0;818;25;843.0;44.0;22.0;1120.0;1374.0;3.0;55.0;67.0;25.0;1175.0;1179;1441.0
13;AM;2018;599.0;3231.0;795;64;859.0;51.0;106.0;1300.0;1415.0;15.0;110.0;127.0;121.0;1410.0;961;1542.0
16;AP;2018;162.0;171.0;273;6;279.0;9.0;24.0;377.0;411.0;2.0;12.0;15.0;26.0;389.0;241;426.0
23;CE;2018;2532.0;302.0;2561;251;2812.0;379.0;341.0;4051.0;4425.0;47.0;426.0;475.0;388.0;4477.0;4204;4900.0
53;DF;2018;210.0;1233.0;257;13;271.0;20.0;97.0;372.0;473.0;18.0;35.0;55.0;115.0;408.0;329;530.0
32;ES;2018;548.0;358.0;577;41;618.0;55.0;111.0;887.0;1063.0;20.0;76.0;100.0;131.0;964.0;891;1165.0
52;GO;2018;1168.0;3825.0;1354;88;1442.0;117.0;482.0;1929.0;2448.0;63.0;154.0;220.0;545.0;2086.0;1860;2675.0
21;MA;2018;698.0;1561.0;935;41;976.0;50.0;170.0;1656.0;1856.0;11.0;109.0;122.0;181.0;1767.0;1284;1982.0
31;MG;2018;1303.0;1135.0;1497;129;1626.0;137.0;728.0;2265.0;3022.0;105.0;241.0;349.0;833.0;2506.0;2237;3372.0
50;MS;2018;119.0;3227.0;214;25;239.0;21.0;182.0;320.0;506.0;28.0;38.0;66.0;210.0;358.0;243;572.0
51;MT;2018;295.0;949.0;395;30;425.0;31.0;193.0;695.0;901.0;16.0;71.0;88.0;209.0;766.0;566;989.0
15;PA;2018;2004.0;934.0;2285;132;2418.0;197.0;269.0;3827.0;4185.0;32.0;282.0;323.0;301.0;4113.0;3439;4528.0
25;PB;2018;557.0;4714.0;618;34;652.0;56.0;55.0;1085.0;1161.0;10.0;71.0;82.0;65.0;1156.0;1006;1244.0
26;PE;2018;1979.0;836.0;2168;101;2269.0;137.0;509.0;3387.0;3942.0;46.0;189.0;240.0;555.0;3578.0;3369;4190.0
22;PI;2018;213.0;4056.0;289;21;310.0;14.0;41.0;488.0;565.0;5.0;43.0;52.0;46.0;531.0;373;619.0
41;PR;2018;813.0;2100.0;1079;76;1155.0;89.0;1601.0;607.0;2232.0;146.0;63.0;211.0;1747.0;670.0;1520;2443.0
33;RJ;2018;2513.0;1891.0;3574;150;3724.0;198.0;1488.0;4448.0;6013.0;130.0;242.0;380.0;1619.0;4705.0;4261;6455.0
24;RN;2018;1007.0;1431.0;1024;43;1067.0;78.0;193.0;1509.0;1723.0;14.0;85.0;102.0;207.0;1594.0;1639;1825.0
11;RO;2018;138.0;279.0;168;16;184.0;20.0;103.0;323.0;432.0;14.0;28.0;42.0;118.0;351.0;300;476.0
14;RR;2018;124.0;1927.0;207;17;224.0;9.0;76.0;282.0;360.0;26.0;26.0;53.0;103.0;308.0;181;414.0
43;RS;2018;1094.0;411.0;1189;102;1291.0;147.0;1786.0;619.0;2441.0;201.0;54.0;256.0;1987.0;673.0;2075;2699.0
42;SC;2018;249.0;222.0;356;37;393.0;32.0;591.0;157.0;751.0;74.0;17.0;91.0;665.0;174.0;444;843.0
28;SE;2018;603.0;1741.0;653;10;663.0;25.0;48.0;1045.0;1093.0;6.0;34.0;40.0;54.0;1079.0;959;1133.0
35;SP;2018;959.0;535.0;1322;139;1461.0;116.0;1642.0;1571.0;3269.0;267.0;176.0;454.0;1909.0;1747.0;2009;3727.0
17;TO;2018;191.0;308.0;278;18;296.0;19.0;81.0;430.0;520.0;9.0;36.0;47.0;90.0;466.0;321;570.0
27;AL;2019;507.0;930.0;581;39;620.0;47.0;9.0;993.0;1025.0;0.0;89.0;90.0;9.0;1082.0;833;1115.0
13;AM;2019;628.0;2200.0;861;56;917.0;49.0;172.0;1284.0;1472.0;25.0;93.0;118.0;197.0;1377.0;981;1592.0
16;AP;2019;167.0;77.0;242;9;251.0;10.0;8.0;330.0;342.0;1.0;17.0;19.0;9.0;347.0;228;361.0
29;BA;2019;2880.0;218.0;3416;183;3599.0;250.0;303.0;5264.0;5717.0;30.0;358.0;396.0;333.0;5622.0;4596;6118.0
23;CE;2019;1108.0;234.0;1179;106;1285.0;159.0;149.0;2036.0;2196.0;21.0;199.0;221.0;170.0;2235.0;1900;2417.0
53;DF;2019;169.0;1028.0;226;18;244.0;20.0;83.0;339.0;425.0;18.0;36.0;55.0;101.0;375.0;257;480.0
32;ES;2019;501.0;331.0;538;31;569.0;42.0;90.0;802.0;946.0;13.0;73.0;97.0;103.0;875.0;781;1043.0
52;GO;2019;881.0;1741.0;1131;57;1188.0;67.0;422.0;1627.0;2089.0;43.0;115.0;161.0;465.0;1742.0;1457;2253.0
21;MA;2019;567.0;1106.0;753;47;801.0;44.0;165.0;1402.0;1584.0;19.0;93.0;114.0;186.0;1498.0;1074;1704.0
31;MG;2019;1083.0;786.0;1252;97;1349.0;120.0;648.0;1938.0;2598.0;86.0;207.0;295.0;734.0;2145.0;1878;2893.0
50;MS;2019;98.0;2584.0;174;17;191.0;14.0;146.0;280.0;430.0;35.0;26.0;61.0;181.0;306.0;216;491.0
51;MT;2019;247.0;682.0;336;30;366.0;33.0;157.0;639.0;808.0;27.0;56.0;84.0;185.0;696.0;490;895.0
17;TO;2019;150.0;237.0;211;13;224.0;16.0;73.0;337.0;420.0;3.0;32.0;36.0;76.0;369.0;250;456.0
15;PA;2019;1359.0;743.0;1690;100;1791.0;135.0;201.0;2887.0;3155.0;21.0;204.0;232.0;222.0;3093.0;2342;3405.0
25;PB;2019;371.0;4343.0;420;21;441.0;39.0;45.0;800.0;880.0;11.0;53.0;72.0;56.0;853.0;722;953.0
26;PE;2019;1597.0;739.0;1791;91;1882.0;127.0;477.0;2749.0;3265.0;45.0;158.0;204.0;522.0;2908.0;2713;3474.0
22;PI;2019;183.0;2210.0;226;17;243.0;17.0;43.0;454.0;520.0;11.0;35.0;47.0;54.0;489.0;350;569.0
41;PR;2019;592.0;1758.0;892;68;960.0;86.0;1332.0;542.0;1891.0;145.0;57.0;204.0;1477.0;599.0;1190;2095.0
33;RJ;2019;1381.0;1624.0;1936;77;2013.0;107.0;851.0;2435.0;3316.0;86.0;131.0;217.0;937.0;2568.0;2321;3552.0
24;RN;2019;700.0;1104.0;719;41;760.0;75.0;116.0;1110.0;1248.0;11.0;84.0;98.0;127.0;1194.0;1181;1346.0
11;RO;2019;102.0;250.0;140;14;154.0;13.0;103.0;295.0;401.0;11.0;31.0;43.0;114.0;327.0;264;447.0
14;RR;2019;46.0;1468.0;88;11;99.0;6.0;48.0;148.0;201.0;14.0;19.0;33.0;62.0;167.0;83;234.0
43;RS;2019;823.0;335.0;909;87;996.0;132.0;1446.0;463.0;1946.0;177.0;52.0;236.0;1623.0;515.0;1602;2184.0
35;SP;2019;854.0;457.0;1194;122;1316.0;118.0;1377.0;1535.0;2954.0;249.0;149.0;405.0;1626.0;1684.0;1742;3361.0
42;SC;2019;203.0;202.0;292;46;338.0;46.0;488.0;163.0;653.0;86.0;26.0;114.0;574.0;189.0;381;767.0
28;SE;2019;477.0;1390.0;537;19;556.0;28.0;36.0;884.0;920.0;3.0;50.0;53.0;39.0;934.0;771;973.0
12;AC;2019;123.0;205.0;163;11;174.0;17.0;30.0;252.0;290.0;5.0;25.0;32.0;35.0;277.0;222;325.0
50;MS;2020;90.0;2943.0;151;26;177.0;25.0;141.0;278.0;420.0;32.0;38.0;71.0;173.0;316.0;207;491.0
26;PE;2020;1795.0;869.0;1957;101;2059.0;134.0;497.0;3040.0;3558.0;40.0;181.0;223.0;537.0;3221.0;3079;3786.0
25;PB;2020;457.0;4808.0;487;40;527.0;56.0;67.0;929.0;1047.0;16.0;75.0;94.0;83.0;1004.0;919;1141.0
